FirstName,LastName,AddressLine1,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,Age,AveMonthSpend,BikeBuyer,AgeGroup,log_AveMonthSpend,log_Age,log_YearlyIncome
Ian,Peterson,9147 Weber Bryan,La Jolla,California,United States,92806,728-555-0133,2/4/1979,Partial College,Skilled Manual,M,S,1,1,0,0,74927,18,76,0,Under 25,4.33073334,2.890371758,11.22426959
Nelson,Gomez,26 Amador Ct.,Goulburn,New South Wales,Australia,2580,1 (11) 500 555-0111,10/3/1944,High School,Skilled Manual,M,S,0,2,0,5,31041,53,57,0,45-55,4.043051268,3.970291914,10.34306419
Abby,Kapoor,2749 Greenbush Drive,North Ryde,New South Wales,Australia,2113,1 (11) 500 555-0189,9/3/1944,High School,Skilled Manual,F,M,1,2,0,3,10880,53,38,0,45-55,3.63758616,3.970291914,9.29468152
Monica,Sai,4794 Curtis Drive,Rockhampton,Queensland,Australia,4700,1 (11) 500 555-0131,11/11/1944,High School,Skilled Manual,F,M,1,2,0,4,30316,53,44,0,45-55,3.784189634,3.970291914,10.3194309
Angelica,Griffin,121 Keith Court,West Covina,California,United States,91791,807-555-0129,3/5/1979,Partial College,Skilled Manual,F,M,1,2,0,0,70552,18,47,0,Under 25,3.850147602,2.890371758,11.16410531
Latoya,Andersen,6136 North 68th St,Bellflower,California,United States,90706,960-555-0124,5/9/1978,Partial College,Skilled Manual,F,S,0,1,0,0,49399,19,36,0,Under 25,3.583518938,2.944438979,10.80768546
Olivia,Reed,1736 Windsor Drive,Coronado,California,United States,92118,102-555-0150,1/3/1978,Partial College,Skilled Manual,F,S,0,2,0,0,67020,19,53,0,Under 25,3.970291914,2.944438979,11.11274636
Jocelyn,Perry,5455 Granola Dr,Downey,California,United States,90241,407-555-0157,6/20/1978,Partial College,Skilled Manual,F,S,1,2,0,0,63476,19,47,0,Under 25,3.850147602,2.944438979,11.05841716
David,Washington,3743 Greenbelt Way,La Jolla,California,United States,92806,110-555-0116,4/1/1978,Partial College,Skilled Manual,M,S,0,2,0,0,105902,19,77,0,Under 25,4.343805422,2.944438979,11.57026942
Jaime,Kumar,2049 Jason Court,Silverwater,New South Wales,Australia,2264,1 (11) 500 555-0170,4/19/1945,Partial High School,Clerical,M,S,1,2,1,2,25103,52,68,1,45-55,4.219507705,3.951243719,10.13074264
Dennis,Liu,2923 St Paul Circle,South Melbourne,Victoria,Australia,3205,1 (11) 500 555-0169,4/21/1945,High School,Skilled Manual,M,M,1,2,0,4,23678,52,60,0,45-55,4.094344562,3.951243719,10.07230163
Jose,Butler,2109 Harvey Way,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0154,12/10/1946,Partial College,Clerical,M,S,1,2,0,2,47471,51,63,0,45-55,4.143134726,3.931825633,10.76787428
Pamela,Rodriguez,832 Heights Ave.,Townsville,Queensland,Australia,4810,1 (11) 500 555-0160,2/21/1946,Partial College,Clerical,F,S,0,2,0,2,58075,51,43,1,45-55,3.761200116,3.931825633,10.96949056
Ricky,Suarez,9605 William Reed Drive,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0128,1/28/1946,Bachelors ,Management,M,M,1,2,0,2,65417,51,73,0,45-55,4.290459441,3.931825633,11.08853744
Russell,Chander,8547 Lyon Circle,Geelong,Victoria,Australia,3220,1 (11) 500 555-0115,5/10/1946,Bachelors ,Management,M,M,1,2,0,2,76013,51,75,0,45-55,4.317488114,3.931825633,11.23865966
Clarence,Lin,1930 Corte Del Sol,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0198,5/14/1947,High School,Skilled Manual,M,S,1,2,0,4,23410,50,59,0,45-55,4.077537444,3.912023005,10.06091856
Megan,Thomas,2516 Bonifacio St.,Metchosin,British Columbia,Canada,V9,774-555-0158,11/18/1977,Bachelors ,Professional,F,S,0,2,0,0,68157,20,48,0,Under 25,3.871201011,2.995732274,11.12956915
Emma,Ramirez,3713 Rollingwood Dr.,Vancouver,British Columbia,Canada,V7L 4J4,476-555-0139,8/18/1977,Bachelors ,Professional,F,S,0,2,0,0,59218,20,43,0,Under 25,3.761200116,2.995732274,10.98898083
Melanie,Barnes,9341 Galloway Drive,Bellingham,Washington,United States,98225,276-555-0149,2/19/1977,Bachelors ,Professional,F,S,0,2,0,0,51381,20,46,0,Under 25,3.828641396,2.995732274,10.84702373
Joan,Long,3571 N St.,Puyallup,Washington,United States,98371,834-555-0133,7/28/1977,Partial College,Skilled Manual,F,S,0,1,0,0,25356,20,42,0,Under 25,3.737669618,2.995732274,10.14077067
Megan,Miller,9911 Northgate Road,Fremont,California,United States,94536,828-555-0199,3/4/1977,Partial College,Skilled Manual,F,S,0,2,0,0,75001,20,49,1,Under 25,3.891820298,2.995732274,11.22525673
Blake,Henderson,9365 G St.,Santa Monica,California,United States,90401,926-555-0187,11/23/1977,Partial College,Skilled Manual,M,S,1,2,0,0,91211,20,73,0,Under 25,4.290459441,2.995732274,11.42093078
Victoria,Sanders,1267 Scenic Drive,Santa Monica,California,United States,90401,985-555-0114,9/27/1977,Partial College,Skilled Manual,F,M,1,2,0,0,72479,20,51,0,Under 25,3.931825633,2.995732274,11.19105214
Brian,Rogers,7375 Greendell Rd.,Lincoln Acres,California,United States,91950,530-555-0166,6/7/1976,Partial College,Skilled Manual,M,M,0,2,0,0,74614,21,74,0,Under 25,4.304065093,3.044522438,11.22008344
Yolanda,Nara,2556 Rivewview,Malabar,New South Wales,Australia,2036,1 (11) 500 555-0178,7/17/1949,Partial High School,Clerical,F,M,1,2,1,2,30310,48,54,0,45-55,3.988984047,3.871201011,10.31923297
Darren,Lopez,5086 Rampo Ct.,Perth,South Australia,Australia,6006,1 (11) 500 555-0132,3/17/1949,Partial High School,Clerical,M,S,1,2,1,2,17985,48,64,0,45-55,4.158883083,3.871201011,9.797293356
Sabrina,Ramos,868 Aspen Dr.,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0143,1/22/1949,Partial High School,Clerical,F,S,1,2,1,2,13850,48,46,1,45-55,3.828641396,3.871201011,9.536040512
Toni,Sullivan,9595 Burning Barn Dr.,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0122,8/21/1950,Partial High School,Clerical,F,S,1,2,1,2,28594,47,47,0,45-55,3.850147602,3.850147602,10.26095218
Beth,Hernandez,5234 Esperanza Drive,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0145,6/23/1950,Partial High School,Clerical,F,S,1,2,1,2,12382,47,44,0,45-55,3.784189634,3.850147602,9.423999084
Brad,Goel,8305 California St.,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0167,11/27/1950,Partial High School,Clerical,M,M,1,2,1,2,23663,47,75,0,45-55,4.317488114,3.850147602,10.07166793
Frank,Diaz,2333 62nd Ave,Rockhampton,Queensland,Australia,4700,1 (11) 500 555-0149,1/13/1950,Partial High School,Clerical,M,S,0,2,1,2,16723,47,64,0,45-55,4.158883083,3.850147602,9.724540296
Steve,Ye,6986 Countrywood Ct.,Newcastle,New South Wales,Australia,2300,1 (11) 500 555-0118,10/16/1950,Partial High School,Clerical,M,M,1,2,1,2,22129,47,75,0,45-55,4.317488114,3.850147602,10.00464424
Tamara,Anand,1766 Virgina Hills Drive,Newcastle,New South Wales,Australia,2300,1 (11) 500 555-0112,3/1/1950,Partial High School,Clerical,F,S,1,2,1,2,30190,47,38,0,45-55,3.63758616,3.850147602,10.31526602
Noah,Henderson,4067 Elm Road,Burbank,California,United States,91502,490-555-0162,1/13/1980,Bachelors ,Professional,M,S,1,2,0,0,60268,17,69,0,Under 25,4.234106505,2.833213344,11.00655656
Mallory,Hernandez,4499 Alpha Way,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0118,10/12/1952,Partial High School,Clerical,F,M,1,2,1,2,27492,45,53,0,25-45,3.970291914,3.80666249,10.22165033
Jessie,Ma,584 Laguna St.,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0116,11/26/1952,Partial High School,Clerical,M,S,0,3,1,2,10207,45,64,1,25-45,4.158883083,3.80666249,9.230829038
Erik,Blanco,734 Clayton Rd.,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0161,10/5/1952,Partial High School,Clerical,M,M,1,3,1,2,29043,45,73,0,25-45,4.290459441,3.80666249,10.27653277
Jessie,He,6111 Newcastle Road,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0158,6/26/1952,High School,Skilled Manual,M,M,1,2,0,3,49984,45,70,0,25-45,4.248495242,3.80666249,10.81945823
Jaime,Jimenez,2376 Holiday Hills Dr.,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0137,3/28/1952,High School,Skilled Manual,M,M,0,2,0,3,50784,45,76,0,25-45,4.33073334,3.80666249,10.83533662
Bonnie,Beck,4550 Glenellen Court,Townsville,Queensland,Australia,4810,1 (11) 500 555-0114,12/10/1953,Partial College,Skilled Manual,F,S,1,2,0,2,57085,44,44,0,25-45,3.784189634,3.784189634,10.95229666
Jimmy,Gill,9302 Veracruz,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0136,4/10/1953,Partial College,Skilled Manual,M,M,0,2,0,2,62368,44,75,0,25-45,4.317488114,3.784189634,11.0408076
Tony,Shen,9643 North Star Dr,Perth,South Australia,Australia,6006,1 (11) 500 555-0123,7/12/1953,Partial College,Skilled Manual,M,M,1,2,0,2,49795,44,71,0,25-45,4.262679877,3.784189634,10.81566986
Vanessa,Diaz,378 Trees Drive,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0190,1/19/1954,Partial High School,Clerical,F,S,1,2,0,3,34144,43,44,0,25-45,3.784189634,3.761200116,10.43834215
Monique,Rubio,5385 Sony Hill Circle,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0177,6/8/1954,Partial High School,Clerical,F,S,1,2,0,3,38844,43,47,0,25-45,3.850147602,3.761200116,10.5673089
Marie,Mehta,9170 Glen Ellen Court,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0165,3/25/1955,Partial College,Skilled Manual,F,S,0,2,0,2,90468,42,48,1,25-45,3.871201011,3.737669618,11.41275148
Nathan,Zhang,7538 Adobe Dr,Victoria,British Columbia,Canada,V8V,509-555-0189,7/16/1975,Partial College,Skilled Manual,M,M,0,2,0,0,52705,22,70,1,Under 25,4.248495242,3.091042453,10.87246561
Martha,Ma,9593 Delaware Dr.,Burbank,California,United States,91502,735-555-0183,11/11/1975,High School,Skilled Manual,F,M,1,2,0,0,64104,22,47,0,Under 25,3.850147602,3.091042453,11.06826204
Tonya,Luo,1724 Vancover Way,Concord,California,United States,94519,700-555-0132,4/17/1975,High School,Skilled Manual,F,S,1,2,0,0,48578,22,46,0,Under 25,3.828641396,3.091042453,10.79092603
Seth,Evans,6675 Logan Ct,El Cajon,California,United States,92020,894-555-0175,6/22/1975,Partial College,Skilled Manual,M,S,0,2,0,0,87652,22,69,1,Under 25,4.234106505,3.091042453,11.38112971
Elizabeth,Miller,157 Tara St.,San Francisco,California,United States,94109,194-555-0113,7/17/1974,High School,Skilled Manual,F,M,1,2,0,0,44831,23,47,0,Under 25,3.850147602,3.135494216,10.71065514
Sydney,Smith,719 Sycamore Drive,Los Angeles,California,United States,90012,641-555-0152,4/11/1973,Partial College,Skilled Manual,F,S,1,2,0,0,64425,24,47,0,Under 25,3.850147602,3.17805383,11.07325704
Dale,Anand,827 Near Dr.,Burbank,California,United States,91502,587-555-0116,11/25/1973,Partial College,Professional,M,S,0,2,0,0,95935,24,72,1,Under 25,4.276666119,3.17805383,11.47142616
Edward,Powell,9797 Cobblestone Ct.,Bellflower,California,United States,90706,387-555-0144,6/24/1976,Partial College,Professional,M,S,0,2,0,0,89663,21,77,0,Under 25,4.343805422,3.044522438,11.40381348
Alícia,Anand,2176 Apollo Way,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0159,5/26/1956,High School,Skilled Manual,F,S,0,2,0,2,105245,41,52,1,25-45,3.951243719,3.713572067,11.56404624
Levi,Raman,6934 Dos Encinas,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0170,9/19/1956,High School,Skilled Manual,M,M,1,2,0,2,119699,41,86,0,25-45,4.454347296,3.713572067,11.69273554
Jacquelyn,Munoz,6907 Woodchuck Pl,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0116,2/8/1957,High School,Skilled Manual,F,M,1,2,0,2,62778,40,45,1,25-45,3.80666249,3.688879454,11.04735997
Janelle,Patel,3504 Mesa Vista Dr.,Melton,Victoria,Australia,3337,1 (11) 500 555-0118,5/8/1958,Bachelors ,Management,F,M,1,3,0,1,108317,39,58,0,25-45,4.060443011,3.663561646,11.59281739
Glenn,She,5625 7810th Avenue,Rockhampton,Queensland,Australia,4700,1 (11) 500 555-0130,2/4/1958,Bachelors ,Management,M,S,0,3,0,1,125079,39,79,0,25-45,4.369447852,3.663561646,11.73670082
Noah,Griffin,5816 Yukon Street,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0128,2/6/1958,Bachelors ,Management,M,S,0,3,0,1,130117,39,79,0,25-45,4.369447852,3.663561646,11.77618932
Lee,Oliver,2345 Firestone Drive,Malabar,New South Wales,Australia,2036,1 (11) 500 555-0189,10/13/1958,Bachelors ,Management,M,S,0,3,0,1,132921,39,79,0,25-45,4.369447852,3.663561646,11.79751025
Kaitlyn,Brown,3574 Haven Hill Drive,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0158,3/23/1958,Bachelors ,Management,F,S,1,4,0,1,111474,39,58,0,25-45,4.060443011,3.663561646,11.62154666
Julie,Luo,2061 Hillsborough Dr,Brisbane,Queensland,Australia,4000,1 (11) 500 555-0163,3/16/1959,Bachelors ,Management,F,S,1,3,1,1,114327,38,59,0,25-45,4.077537444,3.63758616,11.64681804
Shannon,Munoz,8840 D Kiska Ct,Perth,South Australia,Australia,6006,1 (11) 500 555-0181,3/5/1959,Bachelors ,Management,M,M,1,3,1,1,122379,38,100,0,25-45,4.605170186,3.63758616,11.71487807
Tonya,Goel,323 Chocolate Court,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0169,12/20/1959,Bachelors ,Management,F,M,1,3,1,1,95852,38,64,0,25-45,4.158883083,3.63758616,11.47056061
Angel,Edwards,3654 Alaska Dr.,Haney,British Columbia,Canada,V2W 1W2,980-555-0148,1/14/1974,High School,Professional,M,M,1,2,0,0,51455,23,69,0,Under 25,4.234106505,3.135494216,10.84846292
Andrea,Reed,8565 Marie Drive,Yakima,Washington,United States,98901,912-555-0135,12/10/1974,Partial College,Professional,F,M,1,2,0,0,79962,23,55,0,Under 25,4.007333185,3.135494216,11.2893068
Chloe,Cox,2477 Macalven Drive,Burbank,California,United States,91502,237-555-0112,9/26/1974,Partial College,Professional,F,S,0,2,0,0,69844,23,48,1,Under 25,3.871201011,3.135494216,11.15401946
Bryan,Murphy,7368 South Royal Links,Colma,California,United States,94014,511-555-0166,11/19/1966,Bachelors ,Management,M,M,1,3,2,2,158479,31,120,1,25-45,4.787491743,3.433987204,11.97337737
Alyssa,Reed,2559 Gumwood,Grossmont,California,United States,91941,966-555-0118,9/14/1966,Graduate Degree,Management,F,M,1,3,1,1,148083,31,62,0,25-45,4.127134385,3.433987204,11.90552821
Timothy,Watson,5474 Limewood Pl.,San Gabriel,California,United States,91776,196-555-0160,3/1/1966,Graduate Degree,Management,M,M,1,4,1,1,180656,31,109,1,25-45,4.691347882,3.433987204,12.10434995
Hannah,Washington,7559 W. Buchanan Rd.,Westminster,British Columbia,Canada,V3L 1H4,614-555-0182,9/22/1957,Partial High School,Skilled Manual,F,M,1,2,0,2,81906,40,56,0,25-45,4.025351691,3.688879454,11.31332753
Brandon,Coleman,5938 William Way,Glendale,California,United States,91203,521-555-0139,5/16/1964,Bachelors ,Professional,M,S,0,1,0,0,80094,33,74,1,25-45,4.304065093,3.496507561,11.29095622
Brianna,Cook,2383 Pepper Drive,Daly City,California,United States,94015,411-555-0118,6/16/1964,Bachelors ,Professional,F,S,1,1,0,0,47373,33,48,0,25-45,3.871201011,3.496507561,10.76580773
Sydney,King,9845 Barberry Court,Oregon City,Oregon,United States,97045,363-555-0155,3/17/1964,Bachelors ,Skilled Manual,F,S,0,2,4,4,87961,33,84,1,25-45,4.430816799,3.496507561,11.38464881
Pedro,Dominguez,4594 Hill Drive,Burien,Washington,United States,98168,967-555-0121,3/16/1964,Bachelors ,Skilled Manual,M,M,0,3,4,4,99020,33,138,1,25-45,4.927253685,3.496507561,11.50307713
Caroline,Bryant,2603 Brenda Circle,Bellflower,California,United States,90706,574-555-0157,5/8/1964,Bachelors ,Skilled Manual,F,M,1,2,2,4,90293,33,66,1,25-45,4.189654742,3.496507561,11.41081522
Jack,Allen,3450 Oakleaf Ct.,Metchosin,British Columbia,Canada,V9,407-555-0140,7/20/1963,Bachelors ,Skilled Manual,M,M,1,2,2,4,97868,34,118,1,25-45,4.770684624,3.526360525,11.49137491
Eduardo,Wood,1367 Sheppard Way,Woodland Hills,California,United States,91364,598-555-0125,2/13/1963,Bachelors ,Professional,M,M,1,2,2,4,100883,34,112,1,25-45,4.718498871,3.526360525,11.52171671
Riley,Coleman,460 Almond Avve,Torrance,California,United States,90505,464-555-0189,8/22/1968,Graduate Degree,Professional,F,S,0,0,2,2,93187,29,69,0,25-45,4.234106505,3.36729583,11.44236351
Richard,Ward,5592 Eagle Peak Ave.,Port Orchard,Washington,United States,98366,667-555-0151,11/28/1963,Graduate Degree,Professional,M,S,1,0,2,3,111923,34,102,1,25-45,4.624972813,3.526360525,11.62556641
Suzanne,Wang,9819 Anchor Court,Berkeley,California,United States,94704,429-555-0185,7/17/1962,Bachelors ,Professional,F,S,0,1,0,1,89303,35,53,1,25-45,3.970291914,3.555348061,11.39979036
Ashley,Smith,6613 Benton St.,Burlingame,California,United States,94010,847-555-0116,5/24/1962,Bachelors ,Professional,F,M,1,1,0,1,91598,35,52,0,25-45,3.951243719,3.555348061,11.42516472
Grace,Jenkins,3284 Bynum Way,Lakewood,California,United States,90712,146-555-0116,3/16/1962,Bachelors ,Professional,F,S,0,1,0,1,86183,35,50,1,25-45,3.912023005,3.555348061,11.36422822
Brandon,Zhang,8461 Everett Ct,Redmond,Washington,United States,98052,822-555-0128,2/11/1962,Partial College,Skilled Manual,M,M,1,1,0,1,95957,35,81,1,25-45,4.394449155,3.555348061,11.47165545
Shelby,Gray,938 San Ysidro Court,Olympia,Washington,United States,98501,744-555-0162,8/10/1962,Partial College,Skilled Manual,F,M,1,1,0,1,77990,35,53,0,25-45,3.970291914,3.555348061,11.26433589
Ian,Henderson,6366 Baker Dr.,Edmonds,Washington,United States,98020,313-555-0114,10/8/1962,Partial College,Skilled Manual,M,M,1,1,0,1,75985,35,83,1,25-45,4.418840608,3.555348061,11.23829123
Mary,Roberts,3043 Rock Creek Pl.,Marysville,Washington,United States,98270,559-555-0110,2/14/1961,High School,Skilled Manual,F,S,0,2,2,4,43177,36,56,0,25-45,4.025351691,3.583518938,10.67306323
Gabriella,Murphy,7271 Anyway St,Mill Valley,California,United States,94941,733-555-0148,11/13/1961,High School,Skilled Manual,F,S,1,2,2,4,42976,36,60,0,25-45,4.094344562,3.583518938,10.6683971
Ariana,Bell,4328 Liszt Way,Cliffside,British Columbia,Canada,V8Y 1L1,868-555-0159,8/20/1961,Partial College,Skilled Manual,F,M,1,1,0,1,73741,36,57,0,25-45,4.043051268,3.583518938,11.20831423
Wyatt,Griffin,879 St. Andrews Way,Lake Oswego,Oregon,United States,97034,171-555-0168,7/12/1961,Partial College,Skilled Manual,M,M,1,1,0,1,91276,36,81,0,25-45,4.394449155,3.583518938,11.42164316
Caroline,Long,6189 Mt. McKinley Ct,Chula Vista,California,United States,91910,933-555-0167,3/23/1961,Partial College,Skilled Manual,F,M,1,1,0,1,56554,36,42,0,25-45,3.737669618,3.583518938,10.94295121
Steven,Sanders,4612 A St.,Vancouver,British Columbia,Canada,V7L 4J4,382-555-0123,7/25/1961,Partial College,Skilled Manual,M,M,0,1,0,1,82156,36,77,1,25-45,4.343805422,3.583518938,11.31637516
Pedro,Arun,8041 Erie Dr.,Beverly Hills,California,United States,90210,720-555-0187,3/17/1960,Bachelors ,Professional,M,S,0,1,0,0,77394,37,72,0,25-45,4.276666119,3.610917913,11.25666454
Eduardo,Bennett,6453 Pacific,Langley,British Columbia,Canada,V3A 4R2,587-555-0119,9/16/1967,Partial College,Skilled Manual,M,S,0,1,0,0,91203,30,76,1,25-45,4.33073334,3.401197382,11.42084307
Gabriella,Kelly,9389 RaceCourt,Puyallup,Washington,United States,98371,963-555-0150,10/8/1967,Partial College,Skilled Manual,F,S,0,1,0,0,74604,30,50,1,25-45,3.912023005,3.401197382,11.2199494
Ashley,Barnes,3142 Grenadine Way,San Francisco,California,United States,94109,610-555-0118,10/22/1967,Graduate Degree,Professional,F,S,0,1,0,0,98488,30,54,1,25-45,3.988984047,3.401197382,11.49768999
Ian,Edwards,2969 Broadmoor Avenue,Burien,Washington,United States,98168,107-555-0166,12/11/1960,Partial College,Skilled Manual,M,M,1,1,0,1,90768,37,82,1,25-45,4.406719247,3.610917913,11.41606208
Emma,Morgan,5890 Ardith Drive,Vancouver,British Columbia,Canada,V7L 4J4,343-555-0150,7/14/1960,Partial College,Skilled Manual,F,M,1,1,0,1,92114,37,56,1,25-45,4.025351691,3.610917913,11.43078222
Logan,Baker,3014 Stanford Street,Marysville,Washington,United States,98270,173-555-0170,2/26/1959,Bachelors ,Professional,M,S,1,1,4,5,84926,38,124,1,25-45,4.820281566,3.63758616,11.34953557
Thomas,Martinez,3008 Lolita Drive,Oakland,California,United States,94611,162-555-0144,7/24/1959,Bachelors ,Professional,M,S,0,1,4,5,108418,38,136,1,25-45,4.912654886,3.63758616,11.59374941
Xavier,Murphy,42 Clayton Rd.,Salem,Oregon,United States,97301,838-555-0145,2/13/1959,Bachelors ,Professional,M,M,1,0,3,4,113853,38,134,1,25-45,4.8978398,3.63758616,11.64266342
Mason,Murphy,4977 Candlestick Dr.,Portland,Oregon,United States,97205,653-555-0175,2/6/1959,Bachelors ,Professional,M,S,0,0,3,4,99932,38,116,1,25-45,4.753590191,3.63758616,11.51224523
Jennifer,James,3416 Cunha Ct,Oregon City,Oregon,United States,97045,333-555-0121,9/23/1959,Bachelors ,Professional,F,M,1,0,3,4,73022,38,79,0,25-45,4.369447852,3.63758616,11.19851604
Benjamin,Perry,3575 Tulip St,N. Vancouver,British Columbia,Canada,V7L 4J4,590-555-0180,6/17/1959,Graduate Degree,Professional,M,S,0,1,0,2,125285,38,79,1,25-45,4.369447852,3.63758616,11.73834642
Jaime,Hernandez,2664 Escobar,Berkeley,California,United States,94704,474-555-0136,5/2/1959,Graduate Degree,Professional,M,S,0,0,0,2,139016,38,80,0,25-45,4.382026635,3.63758616,11.84234431
Dawn,Shen,2880 Ponderosa Dr.,Bremerton,Washington,United States,98312,786-555-0191,3/12/1959,Graduate Degree,Professional,F,S,0,0,0,2,109939,38,52,1,25-45,3.951243719,3.63758616,11.60768095
Derrick,Romero,5186 Oeffler Ln.,Chula Vista,California,United States,91910,781-555-0172,2/26/1959,Graduate Degree,Professional,M,S,0,0,0,4,158403,38,83,1,25-45,4.418840608,3.63758616,11.9728977
Victoria,Bailey,9090 Cristobal,Bremerton,Washington,United States,98312,286-555-0132,9/18/1958,Bachelors ,Professional,F,S,0,1,0,1,86003,39,48,0,25-45,3.871201011,3.663561646,11.36213746
Alexandra,Adams,3215 Polson Court,Burlingame,California,United States,94010,629-555-0159,10/16/1958,Bachelors ,Professional,F,S,0,1,0,1,79046,39,52,1,25-45,3.951243719,3.663561646,11.27778524
Arturo,Carson,911 Nicholas Drive,Concord,California,United States,94519,215-555-0124,10/24/1958,Bachelors ,Professional,M,S,1,2,4,5,105789,39,130,1,25-45,4.86753445,3.663561646,11.56920182
Richard,Bradley,3305 East Altarinda Dr.,Yakima,Washington,United States,98901,498-555-0175,11/20/1958,Bachelors ,Professional,M,S,0,2,4,5,108447,39,130,1,25-45,4.86753445,3.663561646,11.59401685
Richard,Parker,3098 Eastgate Ave,Puyallup,Washington,United States,98371,183-555-0141,11/15/1958,Graduate Degree,Professional,M,S,0,0,0,5,153364,39,81,1,25-45,4.394449155,3.663561646,11.94056946
Sean,Rivera,6080 Candelero Pl.,Burien,Washington,United States,98168,837-555-0175,8/6/1958,Graduate Degree,Professional,M,M,1,0,0,5,142376,39,92,0,25-45,4.521788577,3.663561646,11.86622672
Luke,Evans,1565 Esperanea Dr.,Shawnee,British Columbia,Canada,V8Z 4N5,436-555-0118,2/8/1958,Graduate Degree,Management,M,M,1,0,4,5,143204,39,154,1,25-45,5.036952602,3.663561646,11.87202547
Frank,Martin,3448 Concord,Chula Vista,California,United States,91910,730-555-0167,11/6/1929,Graduate Degree,Management,M,M,1,1,0,3,109834,68,68,0,Over 55,4.219507705,4.219507705,11.60672541
Candice,She,7077 Blue Jay Drive,North Ryde,New South Wales,Australia,2113,1 (11) 500 555-0145,9/1/1969,Graduate Degree,Management,F,M,1,0,4,4,114474,28,99,0,25-45,4.59511985,3.33220451,11.648103
Patricia,Mehta,2524 Garden Ave.,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0110,6/10/1969,Graduate Degree,Management,F,M,1,0,0,1,105131,28,57,0,25-45,4.043051268,3.33220451,11.56296247
Melinda,Suarez,3823 Birch Bark Dr,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0132,5/13/1968,Bachelors ,Professional,F,S,0,1,2,2,101542,29,70,1,25-45,4.248495242,3.36729583,11.52822778
Wesley,Xu,8604 Dolores Way,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0170,12/26/1968,Bachelors ,Professional,M,M,1,1,2,2,102735,29,109,1,25-45,4.691347882,3.36729583,11.53990814
Gabrielle,Simmons,3664 Colt Ct.,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0135,11/24/1970,Graduate Degree,Management,F,M,1,1,4,4,122663,27,99,1,25-45,4.59511985,3.295836866,11.71719604
Kristi,Madan,6492 Palms Dr.,Findon,South Australia,Australia,5023,1 (11) 500 555-0176,4/12/1970,Graduate Degree,Management,F,M,1,1,4,4,118000,27,91,1,25-45,4.510859507,3.295836866,11.6784399
Warren,Li,7632 Willbrook Court,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0139,9/21/1968,Bachelors ,Professional,M,M,1,1,2,2,105348,29,114,1,25-45,4.736198448,3.36729583,11.56502443
Mathew,Serrano,926 Morning Way,Townsville,Queensland,Australia,4810,1 (11) 500 555-0114,6/19/1968,Bachelors ,Professional,M,S,0,1,2,2,105721,29,102,0,25-45,4.624972813,3.36729583,11.56855883
Jerome,Ramos,5510 Chickpea Ct.,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0162,4/12/1968,Bachelors ,Professional,M,M,1,1,2,2,99524,29,114,0,25-45,4.736198448,3.36729583,11.5081541
Colin,Kumar,7085 Valley Run,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0136,9/19/1968,Bachelors ,Professional,M,S,1,3,5,5,103105,29,145,1,25-45,4.976733742,3.36729583,11.54350317
Roy,Dominguez,9130 San Ramon Road,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0116,6/23/1967,Bachelors ,Professional,M,S,0,3,5,5,88150,30,137,1,25-45,4.919980926,3.401197382,11.38679519
Kaitlin,Suri,9955 Terra Grand,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0188,8/11/1969,Graduate Degree,Management,F,S,0,2,0,1,152962,28,48,0,25-45,3.871201011,3.33220451,11.9379448
